agence_id,mois,objectif_revenu,objectif_nouveaux_clients,objectif_production_credit,seuil_taux_impaye_pct
A015,2024-05,47.01,2,247495.52,3.87
A015,2024-06,36.34,4,137240.06,4.06
A015,2024-07,10.0,2,143784.9,3.48
A015,2024-08,18.85,2,115320.51,3.64
A015,2024-09,10.0,2,121454.93,3.79
A015,2024-10,39.4,4,324350.68,4.15
A015,2024-11,12.25,2,140596.34,3.28
A015,2024-12,24.57,2,118618.96,3.55
A015,2025-01,103.97,2,150730.81,3.22
A015,2025-02,26.97,2,106315.15,4.39
A015,2025-03,84.75,3,115618.38,3.56
A015,2025-04,17.61,1,42279.05,2.05
A015,2025-05,47.68,2,155692.31,3.81
A015,2025-06,18.67,1,17422.45,3.0
A015,2025-07,61.74,2,221057.09,4.16
A015,2025-08,80.95,2,85145.52,3.91
A015,2025-09,27.29,1,147940.84,4.62
A015,2025-10,16.44,3,111089.28,4.56
A015,2025-11,67.35,1,135469.17,4.2
A015,2025-12,43.44,2,104403.19,2.03
A015,2026-01,24.52,2,73057.52,2.29
A015,2026-02,10.89,3,63605.98,3.41
A015,2026-03,13.57,2,22416.36,2.64
A015,2026-04,10.0,3,149234.6,4.19
A015,2026-05,13.03,1,118566.81,3.0
A015,2026-06,38.78,3,136094.44,3.86
A016,2023-01,101.58,2,28280.49,2.3
A016,2023-02,20.61,2,22206.87,3.65
A016,2023-03,48.17,1,21086.63,4.33
A016,2023-04,18.6,2,28403.36,4.08
A016,2023-05,77.81,2,315112.63,4.59
A016,2023-06,54.25,2,32948.31,3.3
A016,2023-07,119.14,2,171481.64,3.87
A016,2023-08,10.0,6,33429.7,3.51
A016,2023-09,17.82,2,23037.02,3.43
A016,2023-10,42.78,1,28663.0,3.04
A016,2023-11,20.43,3,32284.78,2.73
A016,2023-12,34.59,2,19472.8,3.96
A016,2024-01,73.48,3,32949.55,4.37
A016,2024-02,82.67,2,395072.38,2.65
A016,2024-03,32.27,1,31361.76,3.7
A016,2024-04,33.23,2,31050.16,3.66
A016,2024-05,32.41,2,22634.15,3.28
A016,2024-06,14.68,1,31139.88,3.3
A016,2024-07,50.73,2,25803.04,3.25
A016,2024-08,10.0,2,28428.46,4.0
A016,2024-09,18.94,3,27272.62,3.74
A016,2024-10,43.22,2,27999.42,2.17
A016,2024-11,79.39,3,31891.37,3.42
A016,2024-12,60.69,2,21968.16,3.81
A016,2025-01,81.3,2,22296.54,2.85
A016,2025-02,13.32,7,241282.17,3.36
A016,2025-03,21.04,2,26482.61,4.91
A016,2025-04,55.01,3,21694.19,2.65
A016,2025-05,22.54,3,26818.98,3.69
A016,2025-06,14.48,4,21138.03,3.89
A016,2025-07,36.25,1,29060.97,2.46
A016,2025-08,37.2,1,22483.4,2.55
A016,2025-09,11.92,1,23562.72,3.09
A016,2025-10,48.16,1,113151.66,3.93
A016,2025-11,162.58,3,25316.21,2.01
A016,2025-12,22.66,2,29049.68,4.13
A016,2026-01,18.29,2,31664.26,4.5
A016,2026-02,29.5,6,22733.21,4.4
A016,2026-03,30.57,2,10000.0,4.38
A016,2026-04,10.0,1,22220.21,4.84
A016,2026-05,13.61,2,29387.92,4.23
A016,2026-06,20.85,1,27045.18,4.13
A017,2023-01,31.07,1,85819.4,2.72
A017,2023-02,18.71,3,77163.31,2.96
A017,2023-03,13.44,4,75799.35,4.73
A017,2023-04,16.02,2,123196.17,3.55
A017,2023-05,60.15,2,74009.33,3.19
A017,2023-06,56.24,1,89425.92,2.67
A017,2023-07,21.41,2,63648.21,3.56
A017,2023-08,31.08,2,89580.26,2.14
A017,2023-09,59.7,3,69964.94,4.46
A017,2023-10,23.32,4,72277.81,2.04
A017,2023-11,16.94,3,192105.32,3.25
A017,2023-12,12.33,5,72780.4,3.73
A017,2024-01,20.09,3,83810.58,4.7
A017,2024-02,49.77,1,90386.16,3.22
A017,2024-03,52.11,1,72348.12,3.43
A017,2024-04,23.39,2,256854.63,4.85
A017,2024-05,41.13,1,94342.48,2.05
A017,2024-06,19.07,2,92822.75,2.6
A017,2024-07,42.17,1,15919.99,3.36
A017,2024-08,18.09,2,89965.68,4.68
A017,2024-09,44.46,2,81872.39,3.43
A017,2024-10,63.7,2,21249.42,3.65
A017,2024-11,20.82,2,73595.29,4.28
A017,2024-12,38.18,2,68944.3,2.37
A017,2025-01,61.84,2,82041.4,2.08
A017,2025-02,43.14,3,20722.02,2.64
A017,2025-03,35.56,2,292402.49,3.26
A017,2025-04,20.48,2,65442.39,4.64
A017,2025-05,20.94,1,79588.21,2.49
A017,2025-06,10.0,2,91871.5,3.48
A017,2025-07,26.56,2,65593.64,2.38
A017,2025-08,67.81,5,236786.84,2.74
A017,2025-09,67.82,1,14643.31,2.08
A017,2025-10,16.59,2,62774.43,3.73
A017,2025-11,21.33,1,34696.25,2.15
A017,2025-12,10.0,2,73930.36,2.6
A017,2026-01,20.17,2,82806.76,2.6
A017,2026-02,42.68,2,73938.78,3.07
A017,2026-03,63.18,3,64354.58,2.49
A017,2026-04,10.0,2,77593.9,2.0
A017,2026-05,67.91,1,74979.6,4.4
A017,2026-06,20.98,1,69041.48,3.59
A018,2023-01,23.73,2,33729.37,3.58
A018,2023-02,10.0,2,31909.38,2.46
A018,2023-03,31.13,2,28949.76,2.73
A018,2023-04,18.86,1,41250.91,2.32
A018,2023-05,73.03,2,201788.87,3.41
A018,2023-06,53.7,3,34867.2,4.75
A018,2023-07,19.29,2,28393.46,3.99
A018,2023-08,75.46,6,40247.99,4.32
A018,2023-09,10.0,1,29377.92,4.7
A018,2023-10,15.63,3,34213.3,3.82
A018,2023-11,22.81,1,29602.72,3.52
A018,2023-12,19.42,1,28777.03,2.52
A018,2024-01,12.54,2,206390.87,2.09
A018,2024-02,29.37,1,40255.89,2.85
A018,2024-03,10.0,1,36870.68,4.51
A018,2024-04,13.08,2,33274.61,2.08
A018,2024-05,40.83,2,39123.31,4.11
A018,2024-06,39.5,1,37113.11,2.38
A018,2024-07,29.75,4,37943.47,3.33
A018,2024-08,42.08,2,38006.2,2.23
A018,2024-09,36.03,3,32428.53,3.81
A018,2024-10,119.67,1,91725.39,4.78
A018,2024-11,14.24,1,40987.13,3.31
A018,2024-12,88.69,2,38996.49,4.79
A018,2025-01,59.14,1,30896.65,4.31
A018,2025-02,10.0,2,38321.64,4.2
A018,2025-03,28.03,2,35420.34,4.99
A018,2025-04,15.78,1,31793.7,4.26
A018,2025-05,36.26,2,38448.48,2.91
A018,2025-06,22.65,2,33761.08,3.29
A018,2025-07,18.5,3,36500.63,3.54
A018,2025-08,78.6,4,30175.54,2.84
A018,2025-09,41.07,2,37838.51,4.85
A018,2025-10,47.83,1,39824.78,4.59
A018,2025-11,25.01,1,31965.87,2.52
A018,2025-12,33.44,2,220199.44,3.4
A018,2026-01,62.53,6,29136.99,2.77
A018,2026-02,10.0,1,40267.62,4.28
A018,2026-03,44.55,2,10055.94,3.92
A018,2026-04,73.3,5,30008.68,4.26
A018,2026-05,90.27,3,37324.11,2.57
A018,2026-06,19.47,1,31057.09,2.12
A019,2023-01,10.0,3,101692.81,4.7
A019,2023-02,29.74,3,92684.48,4.66
A019,2023-03,15.25,2,86156.75,2.04
A019,2023-04,53.66,1,134262.71,3.59
A019,2023-05,29.9,2,77904.81,4.7
A019,2023-06,74.33,2,10000.0,2.11
A019,2023-07,10.88,1,16268.04,3.36
A019,2023-08,17.31,4,101392.01,2.57
A019,2023-09,18.05,2,67015.71,3.42
A019,2023-10,74.53,1,77918.59,3.5
A019,2023-11,27.5,2,84145.66,2.1
A019,2023-12,26.09,2,71802.12,4.6
A019,2024-01,10.0,1,202832.5,2.83
A019,2024-02,39.36,1,12048.3,4.14
A019,2024-03,10.07,1,86019.49,3.9
A019,2024-04,40.81,2,10000.0,4.71
A019,2024-05,18.46,2,94391.76,2.43
A019,2024-06,16.18,1,98030.83,2.49
A019,2024-07,21.41,1,290599.76,2.25
A019,2024-08,37.74,2,102137.27,4.09
A019,2024-09,16.69,2,96419.89,2.85
A019,2024-10,10.85,2,95869.86,4.08
A019,2024-11,10.0,2,75114.72,2.89
A019,2024-12,13.1,2,72005.52,2.44
A019,2025-01,31.79,2,77116.84,4.93
A019,2025-02,30.67,1,127452.23,3.31
A019,2025-03,97.52,2,49872.82,2.98
A019,2025-04,31.79,2,78579.27,3.24
A019,2025-05,10.0,2,81010.03,2.67
A019,2025-06,18.64,2,89543.63,3.6
A019,2025-07,10.0,2,87360.78,3.12
A019,2025-08,71.23,2,12185.18,4.64
A019,2025-09,24.75,4,68062.02,3.84
A019,2025-10,32.61,2,77440.25,2.5
A019,2025-11,25.45,1,76889.77,4.26
A019,2025-12,19.58,2,13836.86,4.39
A019,2026-01,23.87,2,85395.97,4.61
A019,2026-02,30.6,2,69071.73,4.03
A019,2026-03,15.51,2,91041.16,2.31
A019,2026-04,10.0,1,75950.74,3.61
A019,2026-05,10.0,2,70323.75,4.44
A019,2026-06,14.4,2,97331.65,4.74
A020,2023-01,10.0,1,103357.63,2.94
A020,2023-02,30.61,1,256848.74,2.12
A020,2023-03,27.13,1,132912.46,3.87
A020,2023-04,42.04,3,117937.04,3.15
A020,2023-05,10.12,2,27411.82,4.69
A020,2023-06,51.54,1,94874.29,4.28
A020,2023-07,81.21,1,190823.98,2.37
A020,2023-08,13.78,1,97903.9,3.63
A020,2023-09,10.0,1,21008.97,3.78
A020,2023-10,28.02,4,129842.97,2.95
A020,2023-11,10.16,4,179593.11,2.01
A020,2023-12,26.05,1,91043.81,4.07
A020,2024-01,69.24,3,123948.72,4.91
A020,2024-02,13.0,2,110829.85,3.37
A020,2024-03,59.18,1,88428.63,2.48
A020,2024-04,15.68,2,114855.97,3.0
A020,2024-05,24.06,1,93096.22,2.57
A020,2024-06,34.16,1,118701.92,4.56
A020,2024-07,48.15,1,266478.95,2.61
A020,2024-08,21.03,1,132421.5,2.65
A020,2024-09,14.23,3,102501.98,3.94
A020,2024-10,35.35,1,12567.64,4.94
A020,2024-11,22.3,2,120385.6,3.16
A020,2024-12,15.06,3,108286.46,4.53
A020,2025-01,10.0,1,217585.52,3.1
A020,2025-02,11.07,1,117255.7,4.95
A020,2025-03,30.26,1,242277.19,3.58
A020,2025-04,41.48,1,125412.4,3.65
A020,2025-05,35.67,1,106939.95,3.31
A020,2025-06,18.22,1,102826.35,3.82
A020,2025-07,45.43,2,244553.09,4.99
A020,2025-08,15.1,1,124665.34,3.91
A020,2025-09,11.81,1,102244.04,2.54
A020,2025-10,19.34,1,107437.7,4.89
A020,2025-11,10.0,1,355554.87,3.72
A020,2025-12,37.78,2,127799.3,3.05
A020,2026-01,30.4,1,10000.0,2.94
A020,2026-02,10.0,2,121674.89,3.05
A020,2026-03,10.0,1,228114.9,3.72
A020,2026-04,31.63,1,114661.02,4.88
A020,2026-05,43.87,3,114790.02,4.37
A020,2026-06,10.0,1,91178.16,2.36
A021,2023-01,38.14,2,58553.75,4.15
A021,2023-02,16.56,1,55040.98,2.92
A021,2023-03,17.51,2,138486.42,3.61
A021,2023-04,11.17,1,76757.6,2.12
A021,2023-05,31.92,3,55542.52,3.05
A021,2023-06,10.0,3,79545.23,4.15
A021,2023-07,10.0,2,62074.48,3.27
A021,2023-08,14.13,3,73795.3,2.95
A021,2023-09,34.27,2,62345.33,4.77
A021,2023-10,62.05,1,202931.82,3.46
A021,2023-11,24.81,1,83910.03,4.49
A021,2023-12,85.48,3,67504.57,4.28
A021,2024-01,44.31,1,56286.6,4.21
A021,2024-02,23.27,4,63924.31,3.8
A021,2024-03,32.04,2,81330.88,2.37
A021,2024-04,11.2,1,162053.89,2.98
A021,2024-05,37.6,3,69619.28,3.13
A021,2024-06,10.0,3,54530.15,3.88
A021,2024-07,10.0,4,74636.9,4.74
A021,2024-08,18.69,1,208561.91,2.55
A021,2024-09,68.46,2,10579.37,3.87
A021,2024-10,13.8,1,78317.8,2.46
A021,2024-11,11.2,2,69817.05,2.83
A021,2024-12,24.69,2,74180.33,3.17
A021,2025-01,13.52,1,79504.25,3.74
A021,2025-02,13.6,2,77273.54,3.64
A021,2025-03,56.59,2,82216.96,2.08
A021,2025-04,10.0,4,23985.19,2.18
A021,2025-05,10.0,3,58033.79,3.39
A021,2025-06,21.09,2,55172.77,4.99
A021,2025-07,10.0,2,79303.89,4.57
A021,2025-08,17.9,1,76086.01,4.68
A021,2025-09,42.81,4,75066.81,3.71
A021,2025-10,20.05,4,54245.99,2.56
A021,2025-11,39.57,1,54880.35,4.28
A021,2025-12,36.12,1,93491.27,2.9
A021,2026-01,73.7,4,78769.34,3.9
A021,2026-02,10.0,2,70655.08,2.17
A021,2026-03,10.0,1,74074.38,4.95
A021,2026-04,22.62,2,57530.04,2.23
A021,2026-05,13.54,1,81446.08,3.37
A021,2026-06,34.73,4,62889.0,3.92
A022,2023-01,33.06,2,28013.85,2.35
A022,2023-02,37.67,2,28121.92,3.44
A022,2023-03,97.59,1,22074.73,4.08
A022,2023-04,10.0,2,35080.52,3.8
A022,2023-05,20.59,1,38113.55,3.13
A022,2023-06,24.83,2,27809.09,3.67
A022,2023-07,68.74,4,24814.79,2.91
A022,2023-08,13.55,2,11430.84,3.79
A022,2023-09,24.23,1,66353.55,2.96
A022,2023-10,35.53,2,35744.19,3.26
A022,2023-11,11.59,2,22813.31,3.99
A022,2023-12,10.0,4,35476.53,4.38
A022,2024-01,14.09,2,37501.2,4.81
A022,2024-02,10.0,2,159800.6,2.5
A022,2024-03,23.1,3,14642.34,4.62
A022,2024-04,64.11,1,104739.54,2.16
A022,2024-05,13.37,4,27921.42,4.57
A022,2024-06,84.89,1,25344.3,4.92
A022,2024-07,18.03,2,30182.35,2.3
A022,2024-08,43.1,2,35344.94,4.49
A022,2024-09,29.29,2,38140.29,3.94
A022,2024-10,72.09,2,37330.89,2.03
A022,2024-11,14.65,3,33273.83,3.33
A022,2024-12,17.89,1,319463.13,2.25
A022,2025-01,19.13,3,27417.31,4.08
A022,2025-02,11.31,2,35083.32,4.38
A022,2025-03,62.44,1,33724.0,3.65
A022,2025-04,27.72,1,38273.64,2.56
A022,2025-05,47.5,2,27927.73,3.79
A022,2025-06,55.12,2,26253.12,2.84
A022,2025-07,19.5,1,37722.0,4.18
A022,2025-08,31.15,3,29521.54,3.97
A022,2025-09,19.12,2,28332.52,3.65
A022,2025-10,22.55,2,26776.06,3.33
A022,2025-11,73.37,2,25309.51,2.9
A022,2025-12,10.0,2,30187.3,4.94
A022,2026-01,20.23,2,10800.98,4.68
A022,2026-02,24.69,1,24858.5,2.39
A022,2026-03,33.15,1,36537.66,2.02
A022,2026-04,10.0,2,33930.01,4.83
A022,2026-05,97.54,2,34473.47,4.16
A022,2026-06,34.55,1,34092.68,4.7
A023,2023-01,24.95,1,23643.17,3.29
A023,2023-02,10.0,2,26671.04,3.64
A023,2023-03,15.58,3,34942.18,4.91
A023,2023-04,13.11,2,23949.4,3.77
A023,2023-05,27.85,1,32058.22,4.81
A023,2023-06,36.79,2,26769.81,2.33
A023,2023-07,42.59,2,18424.04,4.94
A023,2023-08,34.79,1,107801.47,4.72
A023,2023-09,12.79,1,204425.03,4.28
A023,2023-10,22.46,2,31804.14,2.03
A023,2023-11,31.47,1,78583.63,2.98
A023,2023-12,19.86,2,15096.16,3.35
A023,2024-01,10.0,1,272630.6,3.82
A023,2024-02,86.33,2,35329.29,4.88
A023,2024-03,19.19,1,11322.49,2.7
A023,2024-04,10.64,3,46725.28,2.81
A023,2024-05,28.52,2,26136.71,2.52
A023,2024-06,40.72,2,24870.73,3.45
A023,2024-07,12.09,1,29141.74,3.7
A023,2024-08,24.28,1,31714.35,2.09
A023,2024-09,60.79,4,34254.82,4.97
A023,2024-10,22.76,1,28788.61,2.26
A023,2024-11,76.19,1,36088.06,3.06
A023,2024-12,27.04,4,26958.87,4.88
A023,2025-01,33.39,1,27886.39,2.62
A023,2025-02,19.61,1,35200.03,3.55
A023,2025-03,43.91,1,36257.19,2.45
A023,2025-04,31.83,1,15027.23,2.5
A023,2025-05,51.03,1,29649.65,4.83
A023,2025-06,16.57,2,34692.22,3.08
A023,2025-07,81.55,1,36078.64,4.23
A023,2025-08,33.02,4,23488.58,3.11
A023,2025-09,102.97,2,26268.53,3.97
A023,2025-10,36.97,3,36447.5,2.59
A023,2025-11,13.85,2,12298.24,3.69
A023,2025-12,21.14,2,35914.63,4.55
A023,2026-01,24.75,1,31765.31,4.82
A023,2026-02,10.0,2,28893.28,3.75
A023,2026-03,25.05,1,31735.61,3.41
A023,2026-04,41.15,4,35035.56,4.91
A023,2026-05,13.2,4,27711.7,2.79
A023,2026-06,30.28,6,30783.25,2.47
A024,2023-01,65.04,2,274352.1,4.3
A024,2023-02,44.39,2,178734.61,2.74
A024,2023-03,58.02,2,182421.49,3.3
A024,2023-04,10.0,1,236555.29,3.84
A024,2023-05,33.42,2,202241.71,3.33
A024,2023-06,59.41,2,200664.29,3.24
A024,2023-07,13.84,2,160754.97,4.48
A024,2023-08,23.6,3,185944.69,3.65
A024,2023-09,47.17,2,217791.84,4.31
A024,2023-10,80.65,2,16356.55,4.96
A024,2023-11,52.5,1,209400.86,4.1
A024,2023-12,10.0,6,188852.61,4.43
A024,2024-01,12.61,1,155413.3,3.49
A024,2024-02,12.18,3,160767.25,3.06
A024,2024-03,24.94,2,226659.93,2.33
A024,2024-04,19.85,1,178770.48,2.58
A024,2024-05,13.26,2,209676.99,2.97
A024,2024-06,13.44,1,34357.11,3.81
A024,2024-07,60.05,2,166862.69,4.38
A024,2024-08,30.39,3,192360.3,3.32
A024,2024-09,16.92,2,134251.02,2.1
A024,2024-10,44.36,4,159932.81,3.09
A024,2024-11,90.51,1,187195.72,2.03
A024,2024-12,14.06,2,183608.19,2.66
A024,2025-01,29.93,2,182406.54,3.12
A024,2025-02,20.33,2,180010.26,4.74
A024,2025-03,27.36,2,212875.87,4.81
A024,2025-04,36.15,2,157538.13,3.57
A024,2025-05,39.81,2,260863.47,3.51
A024,2025-06,24.77,1,285094.6,3.42
A024,2025-07,19.12,2,13370.7,2.62
A024,2025-08,35.68,2,176810.56,3.21
A024,2025-09,20.87,2,203012.29,3.11
A024,2025-10,35.5,1,187788.89,4.27
A024,2025-11,53.64,2,155682.26,4.4
A024,2025-12,34.29,3,217111.38,4.57
A024,2026-01,45.88,1,199179.76,3.5
A024,2026-02,54.89,4,182137.47,4.52
A024,2026-03,81.63,2,187313.86,4.67
A024,2026-04,51.4,2,153586.02,2.69
A024,2026-05,19.09,2,158220.63,3.11
A024,2026-06,86.3,2,165109.92,3.69
A025,2023-01,36.42,4,224767.98,4.73
A025,2023-02,18.79,2,10000.0,2.86
A025,2023-03,37.58,2,200098.58,3.67
A025,2023-04,20.47,2,209674.78,2.67
A025,2023-05,36.41,1,422178.04,2.64
A025,2023-06,23.89,3,45275.59,3.54
A025,2023-07,11.28,3,18885.52,3.76
A025,2023-08,16.92,2,14157.35,3.29
A025,2023-09,12.87,2,44480.72,3.56
A025,2023-10,24.74,4,50321.58,2.99
A025,2023-11,77.69,2,48336.2,3.37
A025,2023-12,23.8,1,44495.38,4.17
A025,2024-01,11.13,1,50197.74,4.13
A025,2024-02,51.92,1,206567.21,2.88
A025,2024-03,76.75,2,51269.98,3.95
A025,2024-04,62.57,2,37744.75,4.51
A025,2024-05,10.0,1,35480.78,4.72
A025,2024-06,130.74,1,10000.0,4.24
A025,2024-07,19.17,3,36417.75,3.18
A025,2024-08,11.88,5,42630.53,2.2
A025,2024-09,118.06,2,35793.27,2.64
A025,2024-10,48.74,1,215989.19,3.25
A025,2024-11,41.21,1,247465.01,4.64
A025,2024-12,53.18,2,38603.05,4.8
A025,2025-01,13.97,2,43167.07,3.07
A025,2025-02,14.29,2,52663.83,3.94
A025,2025-03,41.56,1,46035.16,3.9
A025,2025-04,17.94,4,122499.59,3.17
A025,2025-05,10.0,5,247006.7,3.18
A025,2025-06,50.19,1,38253.49,2.72
A025,2025-07,42.57,3,40313.9,2.62
A025,2025-08,27.79,2,10000.0,4.63
A025,2025-09,38.88,1,48256.36,4.24
A025,2025-10,10.65,1,19698.99,4.21
A025,2025-11,34.31,1,50224.27,3.77
A025,2025-12,13.77,3,20066.53,3.88
A025,2026-01,93.68,1,45733.19,3.78
A025,2026-02,13.95,3,37262.43,3.92
A025,2026-03,91.1,2,38258.01,4.41
A025,2026-04,10.0,2,39875.64,2.34
A025,2026-05,10.0,4,49548.33,4.16
A025,2026-06,36.55,5,41261.25,2.44
