remboursement_id,credit_id,date_echeance,date_paiement,montant_attendu,montant_paye,jours_retard,statut_remboursement
R00001579,CR000051,2022-10-29,2022-10-31,737.06,737.06,2,Payé en retard
R00001580,CR000051,2022-11-29,2022-11-26,737.06,737.06,0,Payé à temps
R00001581,CR000051,2022-12-29,2022-12-26,737.06,737.06,0,Payé à temps
R00001582,CR000051,2023-01-29,2023-01-27,737.06,737.06,0,Payé à temps
R00001583,CR000051,2023-02-28,2023-02-25,737.06,737.06,0,Payé à temps
R00001584,CR000051,2023-03-29,2023-04-01,737.06,737.06,3,Payé en retard
R00001585,CR000051,2023-04-29,2023-04-24,737.06,737.06,0,Payé à temps
R00001586,CR000051,2023-05-29,2023-05-28,737.06,737.06,0,Payé à temps
R00001587,CR000051,2023-06-29,2023-06-24,737.06,737.06,0,paye a temps
R00001588,CR000051,2023-07-29,2023-07-27,737.06,737.06,0,Payé à temps
R00001589,CR000051,2023-08-29,2023-08-30,737.06,737.06,1,Payé en retard
R00001590,CR000051,2023-09-29,2023-09-26,737.06,737.06,0,Payé à temps
R00001591,CR000051,2023-10-29,2023-10-28,737.06,737.06,0,Payé à temps
R00001592,CR000051,2023-11-29,2023-12-02,737.06,737.06,3,Payé en retard
R00001593,CR000051,2023-12-29,2023-12-28,737.06,737.06,0,Payé à temps
R00001594,CR000051,2024-01-29,2024-01-31,737.06,737.06,2,Payé en retard
R00001595,CR000051,2024-02-29,2024-03-01,737.06,737.06,1,Payé en retard
R00001596,CR000051,2024-03-29,2024-03-24,737.06,737.06,0,Payé à temps
R00001597,CR000051,2024-04-29,2024-04-24,737.06,737.06,0,Payé à temps
R00001598,CR000052,2021-10-21,2021-10-24,130.69,130.69,3,Payé en retard
R00001599,CR000052,2021-11-21,2021-11-23,130.69,130.69,2,Payé en retard
R00001600,CR000052,2021-12-21,2021-12-17,130.69,130.69,0,Payé à temps
R00001601,CR000052,2022-01-21,2022-01-18,130.69,130.69,0,Payé à temps
R00001602,CR000052,2022-02-21,2022-02-23,130.69,130.69,2,Payé en retard
R00001603,CR000052,2022-03-21,2022-06-23,130.69,130.69,94,Payé en retard
R00001604,CR000052,2022-04-21,2022-04-23,130.69,130.69,2,Payé en retard
R00001605,CR000052,2022-05-21,2022-05-18,130.69,130.69,0,Payé à temps
R00001606,CR000052,2022-06-21,2022-06-18,130.69,130.69,0,Payé à temps
R00001607,CR000052,2022-07-21,2022-07-22,130.69,130.69,1,Payé en retard
R00001608,CR000052,2022-08-21,2022-08-19,130.69,130.69,0,Payé à temps
R00001609,CR000052,2022-09-21,2022-09-18,130.69,130.69,0,Payé à temps
R00001610,CR000053,2025-12-22,2025-12-22,741.32,741.32,0,Payé à temps
R00001611,CR000053,2026-01-22,2026-01-24,741.32,741.32,2,Payé en retard
R00001612,CR000053,2026-02-22,2026-02-17,741.32,741.32,0,Payé à temps
R00001613,CR000053,2026-03-22,2026-03-18,741.32,741.32,0,Payé à temps
R00001614,CR000053,2026-04-22,2026-04-17,741.32,741.32,0,Payé à temps
R00001615,CR000053,2026-05-22,2026-05-17,741.32,741.32,0,Payé à temps
R00001616,CR000053,2026-06-22,2026-06-21,741.32,741.32,0,Payé à temps
R00001617,CR000054,2026-04-02,2026-06-17,374.69,374.69,76,Payé en retard
R00001618,CR000054,2026-05-02,2026-04-27,374.69,374.69,0,Payé à temps
R00001619,CR000054,2026-06-02,2026-06-05,374.69,374.69,3,Payé en retard
R00001620,CR000055,2024-03-12,2024-03-11,1933.69,1933.69,0,Payé à temps
R00001621,CR000055,2024-04-12,2024-04-10,1933.69,1933.69,0,Payé à temps
R00001622,CR000055,2024-05-12,2024-05-14,1933.69,1933.69,2,Payé en retard
R00001623,CR000055,2024-06-12,2024-06-08,1933.69,1933.69,0,Payé à temps
R00001624,CR000055,2024-07-12,2024-07-09,1933.69,1933.69,0,Payé à temps
R00001625,CR000055,2024-08-12,2024-08-09,1933.69,1933.69,0,Payé à temps
R00001626,CR000055,2024-09-12,2024-09-14,1933.69,1933.69,2,Payé en retard
R00001627,CR000055,2024-10-12,2024-10-13,1933.69,1933.69,1,Payé en retard
R00001628,CR000055,2024-11-12,2024-11-10,1933.69,1933.69,0,Payé à temps
R00001629,CR000055,2024-12-12,2024-12-24,1933.69,1933.69,12,Payé en retard
R00001630,CR000055,2025-01-12,2025-01-11,1933.69,1933.69,0,Payé à temps
R00001631,CR000055,2025-02-12,2025-02-15,1933.69,1933.69,3,Payé en retard
R00001632,CR000055,2025-03-12,2025-03-13,1933.69,1933.69,1,Payé en retard
R00001633,CR000055,2025-04-12,2025-06-27,1933.69,1933.69,76,Payé en retard
R00001634,CR000055,2025-05-12,2025-05-14,1933.69,1933.69,2,Payé en retard
R00001635,CR000055,2025-06-12,2025-06-15,1933.69,1933.69,3,Payé en retard
R00001636,CR000055,2025-07-12,2025-07-10,1933.69,1933.69,0,Payé à temps
R00001637,CR000055,2025-08-12,2025-10-03,1933.69,1933.69,52,Payé en retard
R00001638,CR000055,2025-09-12,2025-09-10,1933.69,1933.69,0,Payé à temps
R00001639,CR000055,2025-10-12,2025-10-14,1933.69,1933.69,2,Payé en retard
R00001640,CR000055,2025-11-12,2025-11-15,1933.69,1933.69,3,Payé en retard
R00001641,CR000055,2025-12-12,2026-01-10,1933.69,1933.69,29,Payé en retard
R00001642,CR000055,2026-01-12,2026-01-12,1933.69,1933.69,0,Payé à temps
R00001643,CR000055,2026-02-12,2026-02-15,1933.69,1933.69,3,Payé en retard
R00001644,CR000055,2026-03-12,2026-03-13,1933.69,1933.69,1,Payé en retard
R00001645,CR000055,2026-04-12,2026-04-12,1933.69,1933.69,0,Payé à temps
R00001646,CR000055,2026-05-12,2026-05-15,1933.69,1933.69,3,Payé en retard
R00001647,CR000055,2026-06-12,2026-06-28,1933.69,1933.69,16,Payé en retard
R00001648,CR000056,2022-05-05,2022-05-01,1282.41,1282.41,0,Payé à temps
R00001649,CR000056,2022-06-05,2022-06-07,1282.41,1282.41,2,Payé en retard
R00001650,CR000056,2022-07-05,2022-07-05,1282.41,1282.41,0,Payé à temps
R00001651,CR000056,2022-08-05,2022-08-02,1282.41,1282.41,0,Payé à temps
R00001652,CR000056,2022-09-05,2022-09-05,1282.41,1282.41,0,Payé à temps
R00001653,CR000056,2022-10-05,2022-10-02,1282.41,1282.41,0,Payé à temps
R00001654,CR000056,2022-11-05,2022-11-03,1282.41,1282.41,0,Payé à temps
R00001655,CR000056,2022-12-05,2022-12-03,1282.41,1282.41,0,Payé à temps
R00001656,CR000056,2023-01-05,2023-01-05,1282.41,1282.41,0,Payé à temps
R00001657,CR000056,2023-02-05,2023-02-03,1282.41,1282.41,0,Payé à temps
R00001658,CR000056,2023-03-05,2023-03-01,1282.41,1282.41,0,Payé à temps
R00001659,CR000056,2023-04-05,2023-04-05,1282.41,1282.41,0,Payé à temps
R00001660,CR000057,2021-05-06,2021-05-04,235.48,235.48,0,Payé à temps
R00001661,CR000057,2021-06-06,2021-06-05,235.48,235.48,0,Payé à temps
R00001662,CR000057,2021-07-06,2021-07-01,235.48,235.48,0,Payé à temps
R00001663,CR000057,2021-08-06,2021-08-08,235.48,235.48,2,Payé en retard
R00001664,CR000057,2021-09-06,2021-09-09,235.48,235.48,3,Payé en retard
R00001665,CR000057,2021-10-06,2021-10-02,235.48,235.48,0,Payé à temps
R00001666,CR000057,2021-11-06,2021-11-09,235.48,235.48,3,Payé en retard
R00001667,CR000057,2021-12-06,2021-12-07,235.48,235.48,1,Payé en retard
R00001668,CR000057,2022-01-06,2022-01-01,235.48,235.48,0,Payé à temps
R00001669,CR000057,2022-02-06,2022-02-06,235.48,235.48,0,Payé à temps
R00001670,CR000057,2022-03-06,2022-04-02,235.48,235.48,27,Payé en retard
R00001671,CR000057,2022-04-06,2022-04-01,235.48,235.48,0,Payé à temps
R00001672,CR000057,2022-05-06,2022-05-03,235.48,235.48,0,Payé à temps
R00001673,CR000057,2022-06-06,2022-06-05,235.48,235.48,0,Payé à temps
R00001674,CR000057,2022-07-06,2022-08-09,235.48,235.48,34,Payé en retard
R00001675,CR000057,2022-08-06,2022-08-09,235.48,235.48,3,Payé en retard
R00001676,CR000057,2022-09-06,2022-09-03,235.48,235.48,0,Payé à temps
R00001677,CR000057,2022-10-06,2022-10-04,235.48,235.48,0,Payé à temps
R00001678,CR000057,2022-11-06,2022-11-05,235.48,235.48,0,Payé à temps
R00001679,CR000057,2022-12-06,2022-12-08,235.48,235.48,2,Payé en retard
R00001680,CR000057,2023-01-06,2023-01-01,235.48,235.48,0,Payé à temps
R00001681,CR000057,2023-02-06,2023-02-09,235.48,235.48,3,Payé en retard
R00001682,CR000057,2023-03-06,2023-03-09,235.48,235.48,3,Payé en retard
R00001683,CR000057,2023-04-06,2023-04-04,235.48,235.48,0,Payé à temps
R00001684,CR000057,2023-05-06,2023-05-02,235.48,235.48,0,Payé à temps
R00001685,CR000057,2023-06-06,2023-06-03,235.48,235.48,0,Payé à temps
R00001686,CR000057,2023-07-06,2023-07-06,235.48,235.48,0,Payé à temps
R00001687,CR000057,2023-08-06,2023-08-09,235.48,235.48,3,Payé en retard
R00001688,CR000057,2023-09-06,2023-09-06,235.48,235.48,0,Payé à temps
R00001689,CR000057,2023-10-06,2023-10-09,235.48,235.48,3,Payé en retard
R00001690,CR000057,2023-11-06,2023-11-07,235.48,235.48,1,Payé en retard
R00001691,CR000057,2023-12-06,2023-12-06,235.48,235.48,0,Payé à temps
R00001692,CR000057,2024-01-06,2024-01-10,235.48,235.48,4,Payé en retard
R00001693,CR000057,2024-02-06,,235.48,0.0,84,Impayé
R00001694,CR000057,2024-03-06,2024-03-02,235.48,235.48,0,Payé à temps
R00001695,CR000057,2024-04-06,2024-04-01,235.48,235.48,0,Payé à temps
R00001696,CR000057,2024-05-06,2024-05-01,235.48,235.48,0,Payé à temps
R00001697,CR000057,2024-06-06,2024-06-08,235.48,235.48,2,Payé en retard
R00001698,CR000057,2024-07-06,2024-07-02,235.48,235.48,0,Payé à temps
R00001699,CR000057,2024-08-06,2024-08-02,235.48,235.48,0,Payé à temps
R00001700,CR000057,2024-09-06,2024-09-05,235.48,235.48,0,Payé à temps
R00001701,CR000057,2024-10-06,2024-10-08,235.48,235.48,2,Payé en retard
R00001702,CR000057,2024-11-06,2024-11-03,235.48,235.48,0,Payé à temps
R00001703,CR000057,2024-12-06,2024-12-01,235.48,235.48,0,Payé à temps
R00001704,CR000057,2025-01-06,2025-01-05,235.48,235.48,0,Payé à temps
R00001705,CR000057,2025-02-06,2025-02-08,235.48,235.48,2,Payé en retard
R00001706,CR000057,2025-03-06,2025-03-07,235.48,235.48,1,Payé en retard
R00001707,CR000057,2025-04-06,2025-04-08,235.48,235.48,2,Payé en retard
R00001708,CR000057,2025-05-06,2025-05-04,235.48,235.48,0,Payé à temps
R00001709,CR000057,2025-06-06,2025-06-08,235.48,235.48,2,Payé en retard
R00001710,CR000057,2025-07-06,2025-07-04,235.48,235.48,0,Payé à temps
R00001711,CR000057,2025-08-06,2025-08-08,235.48,235.48,2,Payé en retard
R00001712,CR000057,2025-09-06,2025-09-01,235.48,235.48,0,Payé à temps
R00001713,CR000057,2025-10-06,2025-10-03,235.48,235.48,0,Payé à temps
R00001714,CR000057,2025-11-06,2025-11-02,235.48,235.48,0,Payé à temps
R00001715,CR000057,2025-12-06,2025-12-02,235.48,235.48,0,Payé à temps
R00001716,CR000057,2026-01-06,2026-01-07,235.48,235.48,1,Payé en retard
R00001717,CR000057,2026-02-06,2026-02-01,235.48,235.48,0,Payé à temps
R00001718,CR000057,2026-03-06,2026-03-05,235.48,235.48,0,Payé à temps
R00001719,CR000057,2026-04-06,2026-04-07,235.48,235.48,1,Payé en retard
R00001720,CR000057,2026-05-06,2026-05-07,235.48,235.48,1,Payé en retard
R00001721,CR000057,2026-06-06,2026-06-08,235.48,235.48,2,Payé en retard
R00001722,CR000058,2025-02-14,2025-02-14,71.63,71.63,0,Payé à temps
R00001723,CR000058,2025-03-14,2025-03-14,71.63,71.63,0,Payé à temps
R00001724,CR000058,2025-04-14,2025-04-10,71.63,71.63,0,Payé à temps
R00001725,CR000058,2025-05-14,2025-05-13,71.63,71.63,0,Payé à temps
R00001726,CR000058,2025-06-14,2025-06-14,71.63,71.63,0,Payé à temps
R00001727,CR000058,2025-07-14,2025-07-09,71.63,71.63,0,Payé à temps
R00001728,CR000058,2025-08-14,2025-08-11,71.63,71.63,0,Payé à temps
R00001729,CR000058,2025-09-14,2025-09-12,71.63,71.63,0,Payé à temps
R00001730,CR000058,2025-10-14,2025-10-12,71.63,71.63,0,Payé à temps
R00001731,CR000058,2025-11-14,2025-11-11,71.63,71.63,0,Payé à temps
R00001732,CR000058,2025-12-14,2025-12-10,71.63,71.63,0,Payé à temps
R00001733,CR000058,2026-01-14,2026-01-10,71.63,71.63,0,Payé à temps
R00001734,CR000058,2026-02-14,2026-02-13,71.63,71.63,0,Payé à temps
R00001735,CR000058,2026-03-14,2026-03-11,71.63,71.63,0,Payé à temps
R00001736,CR000058,2026-04-14,2026-04-13,71.63,71.63,0,Payé à temps
R00001737,CR000058,2026-05-14,2026-05-17,71.63,71.63,3,Payé en retard
R00001738,CR000058,2026-06-14,2026-06-23,71.63,60.04,9,Payé en retard
R00001739,CR000059,2024-11-05,2024-11-08,327.85,327.85,3,Payé en retard
R00001740,CR000059,2024-12-05,2024-12-07,327.85,327.85,2,Payé en retard
R00001741,CR000059,2025-01-05,2025-01-07,327.85,327.85,2,Payé en retard
R00001742,CR000059,2025-02-05,2025-01-31,327.85,327.85,0,Payé à temps
R00001743,CR000059,2025-03-05,2025-02-28,327.85,327.85,0,Payé à temps
R00001744,CR000059,2025-04-05,2025-03-31,327.85,327.85,0,Payé à temps
R00001745,CR000059,2025-05-05,2025-05-01,327.85,327.85,0,Payé à temps
R00001746,CR000059,2025-06-05,2025-06-03,327.85,327.85,0,Payé à temps
R00001747,CR000059,2025-07-05,2025-07-06,327.85,327.85,1,Payé en retard
R00001748,CR000059,2025-08-05,2025-08-08,327.85,327.85,3,Payé en retard
R00001749,CR000059,2025-09-05,2025-09-02,327.85,327.85,0,Payé à temps
R00001750,CR000059,2025-10-05,2025-11-02,327.85,327.85,28,Payé en retard
R00001751,CR000059,2025-11-05,2025-11-03,327.85,327.85,0,Payé à temps
R00001752,CR000059,2025-12-05,2025-12-06,327.85,327.85,1,Payé en retard
R00001753,CR000059,2026-01-05,2026-01-07,327.85,327.85,2,Payé en retard
R00001754,CR000059,2026-02-05,2026-02-04,327.85,327.85,0,Payé à temps
R00001755,CR000059,2026-03-05,2026-03-06,327.85,327.85,1,Payé en retard
R00001756,CR000059,2026-04-05,2026-06-10,327.85,327.85,66,Payé en retard
R00001757,CR000059,2026-05-05,2026-04-30,327.85,327.85,0,Payé à temps
R00001758,CR000059,2026-06-05,2026-06-05,327.85,327.85,0,Payé à temps
R00001759,CR000060,2021-09-11,2021-09-07,218.11,218.11,0,Payé à temps
R00001760,CR000060,2021-10-11,2021-10-07,218.11,218.11,0,Payé à temps
R00001761,CR000060,2021-11-11,2021-11-08,218.11,218.11,0,Payé à temps
R00001762,CR000060,2021-12-11,2021-12-07,218.11,218.11,0,Payé à temps
R00001763,CR000060,2022-01-11,2022-01-14,218.11,218.11,3,Payé en retard
R00001764,CR000060,2022-02-11,2022-03-29,218.11,218.11,46,Payé en retard
R00001765,CR000060,2022-03-11,,218.11,0.0,83,Impayé
R00001766,CR000060,2022-04-11,2022-04-06,218.11,218.11,0,Payé à temps
R00001767,CR000060,2022-05-11,2022-05-14,218.11,218.11,3,Payé en retard
R00001768,CR000060,2022-06-11,2022-06-10,218.11,218.11,0,Payé à temps
R00001769,CR000060,2022-07-11,2022-07-22,218.11,218.11,11,Payé en retard
R00001770,CR000060,2022-08-11,2022-08-07,218.11,218.11,0,Payé à temps
R00001771,CR000060,2022-09-11,2022-09-11,218.11,218.11,0,Payé à temps
R00001772,CR000060,2022-10-11,2022-10-08,218.11,218.11,0,Payé à temps
R00001773,CR000060,2022-11-11,2022-11-14,218.11,218.11,3,Payé en retard
R00001774,CR000060,2022-12-11,2022-12-29,218.11,218.11,18,Payé en retard
R00001775,CR000060,2023-01-11,2023-01-14,218.11,218.11,3,Payé en retard
R00001776,CR000060,2023-02-11,2023-02-07,218.11,218.11,0,Payé à temps
R00001777,CR000060,2023-03-11,2023-03-14,218.11,218.11,3,Payé en retard
R00001778,CR000060,2023-04-11,2023-04-10,218.11,218.11,0,Payé à temps
R00001779,CR000060,2023-05-11,2023-05-06,218.11,218.11,0,Payé à temps
R00001780,CR000060,2023-06-11,2023-06-11,218.11,218.11,0,Payé à temps
R00001781,CR000060,2023-07-11,2023-07-12,218.11,218.11,1,Payé en retard
R00001782,CR000060,2023-08-11,2023-08-09,218.11,218.11,0,Payé à temps
R00001783,CR000060,2023-09-11,2023-09-07,218.11,218.11,0,Payé à temps
R00001784,CR000060,2023-10-11,2023-11-10,218.11,218.11,30,Payé en retard
R00001785,CR000060,2023-11-11,2023-11-14,218.11,218.11,3,Payé en retard
R00001786,CR000060,2023-12-11,2023-12-14,218.11,218.11,3,Payé en retard
R00001787,CR000060,2024-01-11,2024-02-24,218.11,218.11,44,Payé en retard
R00001788,CR000060,2024-02-11,2024-05-04,218.11,218.11,83,Payé en retard
R00001789,CR000060,2024-03-11,2024-03-08,218.11,218.11,0,Payé à temps
R00001790,CR000060,2024-04-11,2024-04-10,218.11,218.11,0,Payé à temps
R00001791,CR000060,2024-05-11,2024-05-10,218.11,218.11,0,Payé à temps
R00001792,CR000060,2024-06-11,2024-06-11,218.11,218.11,0,Payé à temps
R00001793,CR000060,2024-07-11,2024-07-13,218.11,218.11,2,Payé en retard
R00001794,CR000060,2024-08-11,2024-09-26,218.11,218.11,46,Payé en retard
R00001795,CR000060,2024-09-11,2024-09-13,218.11,218.11,2,Payé en retard
R00001796,CR000060,2024-10-11,2024-10-06,218.11,218.11,0,Payé à temps
R00001797,CR000060,2024-11-11,2024-11-12,218.11,218.11,1,Payé en retard
R00001798,CR000060,2024-12-11,2024-12-13,218.11,218.11,2,Payé en retard
R00001799,CR000060,2025-01-11,2025-01-14,218.11,218.11,3,Payé en retard
R00001800,CR000060,2025-02-11,2025-02-09,218.11,218.11,0,Payé à temps
R00001801,CR000060,2025-03-11,2025-03-13,218.11,218.11,2,Payé en retard
R00001802,CR000060,2025-04-11,2025-04-25,218.11,218.11,14,Payé en retard
R00001803,CR000060,2025-05-11,2025-05-14,218.11,218.11,3,Payé en retard
R00001804,CR000060,2025-06-11,2025-06-14,218.11,218.11,3,Payé en retard
R00001805,CR000060,2025-07-11,2025-07-06,218.11,218.11,0,Payé à temps
R00001806,CR000060,2025-08-11,2025-08-10,218.11,218.11,0,Payé à temps
R00001807,CR000060,2025-09-11,2025-09-06,218.11,218.11,0,Payé à temps
R00001808,CR000060,2025-10-11,2025-10-09,218.11,218.11,0,Payé à temps
R00001809,CR000060,2025-11-11,2026-01-20,218.11,218.11,70,Payé en retard
R00001810,CR000060,2025-12-11,2025-12-13,218.11,218.11,2,Payé en retard
R00001811,CR000060,2026-01-11,2026-04-13,218.11,218.11,92,Payé en retard
R00001812,CR000060,2026-02-11,2026-02-11,218.11,218.11,0,Payé à temps
R00001813,CR000060,2026-03-11,2026-03-07,218.11,218.11,0,Payé à temps
R00001814,CR000060,2026-04-11,2026-04-13,218.11,218.11,2,Payé en retard
R00001815,CR000060,2026-05-11,2026-05-08,218.11,218.11,0,Payé à temps
R00001816,CR000060,2026-06-11,2026-06-11,218.11,218.11,0,Payé à temps
R00001817,CR000061,2023-11-19,2023-11-16,1891.15,1891.15,0,Payé à temps
R00001818,CR000061,2023-12-19,2023-12-15,1891.15,1891.15,0,Payé à temps
R00001819,CR000061,2024-01-19,2024-01-19,1891.15,1891.15,0,Payé à temps
R00001820,CR000061,2024-02-19,2024-02-20,1891.15,1891.15,1,Payé en retard
R00001821,CR000061,2024-03-19,2024-03-19,1891.15,1891.15,0,Payé à temps
R00001822,CR000061,2024-04-19,2024-04-19,1891.15,1891.15,0,Payé à temps
R00001823,CR000061,2024-05-19,2024-05-17,1891.15,1891.15,0,Payé à temps
R00001824,CR000061,2024-06-19,2024-06-17,1891.15,1891.15,0,Payé à temps
R00001825,CR000061,2024-07-19,2024-07-21,1891.15,1891.15,2,Payé en retard
R00001826,CR000061,2024-08-19,2024-08-19,1891.15,1891.15,0,Payé à temps
R00001827,CR000061,2024-09-19,2024-09-21,1891.15,1891.15,2,Payé en retard
R00001828,CR000061,2024-10-19,2024-10-17,1891.15,1891.15,0,Payé à temps
R00001829,CR000061,2024-11-19,2025-02-01,1891.15,1891.15,74,Payé en retard
R00001830,CR000061,2024-12-19,2024-12-18,1891.15,1891.15,0,Payé à temps
R00001831,CR000061,2025-01-19,2025-01-14,1891.15,1891.15,0,Payé à temps
R00001832,CR000061,2025-02-19,2025-02-22,1891.15,1891.15,3,Payé en retard
R00001833,CR000061,2025-03-19,2025-03-18,1891.15,1891.15,0,Payé à temps
R00001834,CR000061,2025-04-19,2025-04-17,1891.15,1891.15,0,Payé à temps
R00001835,CR000061,2025-05-19,2025-05-21,1891.15,1891.15,2,Payé en retard
R00001836,CR000061,2025-06-19,2025-06-21,1891.15,1891.15,2,Payé en retard
R00001837,CR000061,2025-07-19,2025-07-19,1891.15,1891.15,0,Payé à temps
R00001838,CR000061,2025-08-19,2025-08-15,1891.15,1891.15,0,Payé à temps
R00001839,CR000061,2025-09-19,2025-09-14,1891.15,1891.15,0,Payé à temps
R00001840,CR000061,2025-10-19,2025-10-17,1891.15,1891.15,0,Payé à temps
R00001841,CR000061,2025-11-19,2025-11-15,1891.15,1891.15,0,Payé à temps
R00001842,CR000061,2025-12-19,2025-12-15,1891.15,1891.15,0,Payé à temps
R00001843,CR000061,2026-01-19,2026-01-20,1891.15,1891.15,1,Payé en retard
R00001844,CR000061,2026-02-19,2026-02-15,1891.15,1891.15,0,Payé à temps
R00001845,CR000061,2026-03-19,2026-03-17,1891.15,1891.15,0,Payé à temps
R00001846,CR000061,2026-04-19,2026-04-21,1891.15,1891.15,2,Payé en retard
R00001847,CR000061,2026-05-19,2026-05-20,1891.15,1891.15,1,Payé en retard
R00001848,CR000061,2026-06-19,2026-06-16,1891.15,1891.15,0,Payé à temps
R00001849,CR000062,2023-05-02,2023-05-30,95.2,95.2,28,Payé en retard
R00001850,CR000062,2023-06-02,2023-05-28,95.2,95.2,0,Payé à temps
R00001851,CR000062,2023-07-02,2023-07-04,95.2,95.2,2,Payé en retard
R00001852,CR000062,2023-08-02,2023-08-21,95.2,95.2,19,Payé en retard
R00001853,CR000062,2023-09-02,2023-08-28,95.2,95.2,0,Payé à temps
R00001854,CR000062,2023-10-02,2023-09-29,95.2,95.2,0,Payé à temps
R00001855,CR000062,2023-11-02,2023-10-28,95.2,95.2,0,Payé à temps
R00001856,CR000062,2023-12-02,2023-12-01,95.2,95.2,0,Payé à temps
R00001857,CR000062,2024-01-02,2024-02-16,95.2,95.2,45,Payé en retard
R00001858,CR000062,2024-02-02,2024-02-04,95.2,95.2,2,Payé en retard
R00001859,CR000062,2024-03-02,2024-02-29,95.2,95.2,0,Payé à temps
R00001860,CR000062,2024-04-02,2024-05-01,95.2,95.2,29,Payé en retard
R00001861,CR000062,2024-05-02,2024-04-27,95.2,95.2,0,Payé à temps
R00001862,CR000062,2024-06-02,2024-06-07,95.2,95.2,5,Payé en retard
R00001863,CR000062,2024-07-02,2024-07-12,95.2,95.2,10,Payé en retard
R00001864,CR000062,2024-08-02,2024-08-03,95.2,95.2,1,Payé en retard
R00001865,CR000062,2024-09-02,2024-09-02,95.2,95.2,0,Payé à temps
R00001866,CR000062,2024-10-02,2024-10-05,95.2,95.2,3,Payé en retard
R00001867,CR000062,2024-11-02,2024-11-04,95.2,95.2,2,Payé en retard
R00001868,CR000062,2024-12-02,2024-12-03,95.2,95.2,1,Payé en retard
R00001869,CR000062,2025-01-02,2025-01-05,95.2,95.2,3,Payé en retard
R00001870,CR000062,2025-02-02,2025-01-29,95.2,95.2,0,Payé à temps
R00001871,CR000062,2025-03-02,2025-02-28,95.2,95.2,0,Payé à temps
R00001872,CR000062,2025-04-02,2025-03-30,95.2,95.2,0,Payé à temps
R00001873,CR000062,2025-05-02,2025-05-01,95.2,95.2,0,Payé à temps
R00001874,CR000062,2025-06-02,2025-05-29,95.2,95.2,0,Payé à temps
R00001875,CR000062,2025-07-02,2025-07-03,95.2,95.2,1,Payé en retard
R00001876,CR000062,2025-08-02,2025-08-05,95.2,95.2,3,Payé en retard
R00001877,CR000062,2025-09-02,2025-09-05,95.2,95.2,3,Payé en retard
R00001878,CR000062,2025-10-02,2025-10-04,95.2,95.2,2,Payé en retard
R00001879,CR000062,2025-11-02,2025-11-30,95.2,95.2,28,Payé en retard
R00001880,CR000062,2025-12-02,2025-12-02,95.2,95.2,0,Payé à temps
R00001881,CR000062,2026-01-02,2025-12-29,95.2,95.2,0,Payé à temps
R00001882,CR000062,2026-02-02,2026-02-02,95.2,95.2,0,Payé à temps
R00001883,CR000062,2026-03-02,2026-02-25,95.2,95.2,0,Payé à temps
R00001884,CR000062,2026-04-02,2026-04-04,95.2,95.2,2,Payé en retard
R00001885,CR000062,2026-05-02,2026-04-30,95.2,95.2,0,Payé à temps
R00001886,CR000062,2026-06-02,2026-06-03,95.2,95.2,1,Payé en retard
R00001887,CR000063,2022-07-25,2022-07-23,613.11,613.11,0,Payé à temps
R00001888,CR000063,2022-08-25,2022-08-20,613.11,613.11,0,Payé à temps
R00001889,CR000063,2022-09-25,2022-09-28,613.11,613.11,3,Payé en retard
R00001890,CR000063,2022-10-25,2022-10-26,613.11,613.11,1,Payé en retard
R00001891,CR000063,2022-11-25,2023-01-16,613.11,613.11,52,Payé en retard
R00001892,CR000063,2022-12-25,2022-12-22,613.11,613.11,0,Payé à temps
R00001893,CR000063,2023-01-25,2023-01-23,613.11,613.11,0,Payé à temps
R00001894,CR000063,2023-02-25,2023-02-26,613.11,613.11,1,Payé en retard
R00001895,CR000063,2023-03-25,2023-03-26,613.11,613.11,1,Payé en retard
R00001896,CR000063,2023-04-25,2023-04-20,613.11,613.11,0,Payé à temps
R00001897,CR000063,2023-05-25,2023-05-22,613.11,613.11,0,Payé à temps
R00001898,CR000063,2023-06-25,2023-06-23,613.11,613.11,0,Payé à temps
R00001899,CR000063,2023-07-25,2023-07-28,613.11,613.11,3,Payé en retard
R00001900,CR000063,2023-08-25,2023-08-27,613.11,613.11,2,Payé en retard
R00001901,CR000063,2023-09-25,2023-09-24,613.11,613.11,0,Payé à temps
R00001902,CR000063,2023-10-25,2023-10-24,613.11,613.11,0,Payé à temps
R00001903,CR000063,2023-11-25,2023-11-24,613.11,613.11,0,Payé à temps
R00001904,CR000063,2023-12-25,2024-03-04,613.11,613.11,70,Payé en retard
R00001905,CR000063,2024-01-25,2024-01-24,613.11,613.11,0,Payé à temps
R00001906,CR000063,2024-02-25,2024-02-26,613.11,613.11,1,Payé en retard
R00001907,CR000063,2024-03-25,2024-03-25,613.11,613.11,0,Payé à temps
R00001908,CR000063,2024-04-25,2024-04-26,613.11,613.11,1,Payé en retard
R00001909,CR000063,2024-05-25,2024-05-20,613.11,613.11,0,Payé à temps
R00001910,CR000063,2024-06-25,2024-06-24,613.11,613.11,0,Payé à temps
R00001911,CR000064,2024-10-01,2024-10-02,1380.31,1380.31,1,Payé en retard
R00001912,CR000064,2024-11-01,2024-11-04,1380.31,1380.31,3,Payé en retard
R00001913,CR000064,2024-12-01,2024-11-29,1380.31,1380.31,0,Payé à temps
R00001914,CR000064,2025-01-01,2024-12-30,1380.31,1380.31,0,Payé à temps
